"ISO3","COUNTRY","country_extra_pasture_km","country_extra_arable_fallow_km","Median_total_glob_trans","Lower_total_glob_trans","Upper_total_glob_trans","Median_total_glob_occ","Lower_total_glob_occ","Upper_total_glob_occ","Median_total_reg_trans","Lower_total_reg_trans","Upper_total_reg_trans","Median_total_reg_occ","Lower_total_reg_occ","Upper_total_reg_occ"
"LSO","Lesotho",264.198527653341,57.6499837388511,0.255804946039382,0,1.63185351193322,0.00379248635673121,0,0.0186421456728197,33.4028569154106,0,209.439709276731,0.508719390090157,0,2.18872168959328
"LUX","Luxembourg",8.34793654396846,4.30416360888274,0.0105148061676753,0,0.0351868011344595,2.4907133429161e-05,0,8.34144896310153e-05,1.12743478344624,0,3.23182176253036,0.00271021676275932,0,0.00771487582314742
"MDG","Madagascar",322.844588637114,87.6321828824849,4.81143607838331,0,23.8258784667649,0.0569443164406339,0,0.258849865818766,23.1375545339224,0,121.800655232488,0.270415282850836,0,1.26749476886568
"MLI","Mali",1725.0066552593,257.746340614824,0.0562383909797736,0,0.709787644596504,0.00182169289136679,0,0.0088772441743721,4.06611559390167,0,36.5833612710589,0.0977771508173078,0,0.431301661914418
"MAR","Morocco",1449.37187743189,425.083609610106,3.197453898975,0,14.3261454096138,0.0148137223746508,0,0.0655987525225438,163.137229716522,0,683.858093381713,0.696790993904239,0,2.93728870094859
"MUS","Mauritius",9.94919334458551,5.49627643652692,0.80796065507189,0,1.89551694528912,0.00980054351973871,0,0.019871544608785,7.19684085481766,0,17.5986926852225,0.0878338831619851,0,0.187602512888879
"MLT","Malta",0.132342402451201,0.0787617451474092,0.00127230136719539,0,0.00413947634914851,6.31024110521685e-06,0,2.02878508423376e-05,0.0422163491531363,0,0.135420729102659,0.000210530473284391,0,0.000649833985880277
"TGO","Togo",157.212889842912,54.3203356771241,0.122058186216166,0,0.596213005300918,0.00230180650763513,0,0.00776390271577399,2.78167712558913,0,11.7575331941213,0.0516269345368597,0,0.151256901813765
"ZMB","Zambia",1796.52983077409,455.36512771618,0.435093382021407,0,4.72218144031845,0.0138458306158166,0,0.0682429372733071,33.0855904146967,0,362.371511501111,0.807238940411448,0,5.09011586482735
"ZWE","Zimbabwe",1289.32440936593,391.753078822039,0.398787864939532,0,4.27361686877645,0.0127925831276358,0,0.0616531220895208,42.5010405296244,0,383.898337084747,1.0092087693807,0,5.07593973139775
"NER","Niger",2107.61113305993,325.038909971817,0.0474231957910547,0,0.689055366727222,0.00144517170448092,0,0.00793924798001513,1.91722073563123,0,23.9858638992408,0.045166258517114,0,0.234901488038011
"NGA","Nigeria",8617.54206454144,1702.05488227326,6.30673928838715,0,33.4743670533663,0.102944636477013,0,0.414051874247696,384.964370380175,0,1579.34065102092,5.43533920399106,0,19.2445536194259
"NLD","Netherlands",22.5080275306396,12.7500738707907,0.039937925340631,0,0.140777938988906,9.48955188717358e-05,0,0.000329729227589117,4.94403358497825,0,16.084362928653,0.011875527167913,0,0.0389833816707867
"NOR","Norway",176.232763262821,77.712199539736,0.0703516213869717,0,0.529201457984451,0.000158207642881965,0,0.00122968111060183,23.2989946156615,0,197.580556608406,0.0607226367725174,0,0.519954595751815
"SUR","Suriname",3853.15018773301,1048.72389277753,6.24440124986238,0,69.8989032138375,0.0736476973323538,0,0.843527495676706,562.760185498016,0,5299.4031982966,6.72852980838107,0,59.9912444831933
"NZL","New Zealand",1198.46037092307,217.631233052695,2.77543269831064,0,16.2622902164258,0.0123699899914992,0,0.0719409372199676,64.3498797999323,0,374.90203861731,0.275853983658556,0,1.56776570653524
"PER","Peru",263.933582200508,65.788843687936,1.44497350106126,0,10.5957901621235,0.0173377128971982,0,0.125038242009927,22.7375289490251,0,163.087448873907,0.270085943726921,0,1.85957309919294
"POL","Poland",10.6516993054421,45.9811732618983,0.0983718699418823,0,0.411397727370523,0.000236022018070436,0,0.000966847099993091,17.1621324720078,0,61.4454840533033,0.041915939228929,0,0.151294778221202
