Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Lithuania,1.82569E-12,-1.21836E-12,4.4981E-12,7.53018E-13,-4.67823E-12,7.86314E-12,1.17289E-12,-5.20177E-12,6.78041E-12,2.64675E-12,-6.8264E-12,1.35522E-11,8.00882E-13,-4.41651E-12,5.40496E-12,6.6755E-13,-3.79309E-12,6.95937E-12,1.97467E-12,-1.71095E-12,4.21279E-12,2.44786E-12,-2.50634E-12,1.19968E-11,1.05109E-12,-7.98057E-12,5.33951E-12,3.52045E-12,-2.27679E-12,1.59144E-11,4.76461E-13,-9.78394E-13,2.76117E-12,1.70306E-12,-2.4744E-12,7.60487E-12,4.37677E-13,-2.7808E-13,1.07025E-12,4.08419E-13,-6.75798E-13,1.93124E-12,2.39899E-13,-9.75671E-13,1.17113E-12,5.58866E-13,-1.15919E-12,2.16604E-12,9.56236E-14,-3.81591E-13,9.0904E-13,2.97574E-13,-5.83044E-13,1.55422E-12,5.24484E-14,-3.72973E-14,1.19739E-13,4.90186E-14,-1.51674E-13,1.98975E-13,2.45609E-14,-6.5974E-14,1.21344E-13,6.60886E-14,-1.58514E-13,2.47602E-13,1.06915E-14,-4.90547E-14,8.8431E-14,2.63931E-14,-6.54454E-14,1.39213E-13
Liberia,7.02659E-11,-4.8368E-11,1.51022E-10,3.38127E-11,-1.03158E-10,1.83722E-10,4.30537E-11,-1.00995E-10,1.67827E-10,8.65155E-11,-1.25324E-10,2.89133E-10,2.89782E-11,-7.4928E-11,1.33479E-10,3.33281E-11,-8.75825E-11,1.77421E-10,5.4521E-11,-7.89149E-11,1.14356E-10,5.52221E-11,-1.42717E-10,2.23518E-10,2.88933E-11,-1.83165E-10,1.87553E-10,7.78171E-11,-2.36913E-10,3.27445E-10,8.17362E-12,-2.50306E-11,5.79271E-11,4.12352E-11,-1.07168E-10,2.16423E-10,9.01641E-11,-1.05947E-10,2.25215E-10,8.2179E-11,-1.35808E-10,2.90351E-10,5.39959E-11,-2.02832E-10,2.05356E-10,1.0818E-10,-2.86378E-10,3.78849E-10,1.82222E-11,-8.93286E-11,1.45435E-10,5.84935E-11,-1.05215E-10,2.85353E-10,2.22326E-11,-2.91697E-11,4.50844E-11,2.09767E-11,-1.56998E-11,6.34161E-11,1.09232E-11,-1.48231E-11,3.96959E-11,2.70579E-11,-9.77604E-12,1.02327E-10,4.33553E-12,-2.10257E-11,3.34332E-11,1.12533E-11,-1.27108E-11,6.26503E-11
Slovakia,4.41858E-12,-2.9837E-12,1.01401E-11,2.01563E-12,-1.08785E-11,1.73237E-11,2.7451E-12,-9.71329E-12,1.98872E-11,6.587E-12,-1.53002E-11,3.20934E-11,2.00192E-12,-1.38804E-11,1.15845E-11,1.72888E-12,-1.10047E-11,1.23816E-11,1.92815E-12,-1.45604E-12,3.79746E-12,2.39793E-12,-2.37289E-12,8.18172E-12,9.14526E-13,-4.29645E-12,5.43609E-12,3.4026E-12,-2.87722E-12,1.14222E-11,4.52783E-13,-5.56583E-13,2.52907E-12,1.67099E-12,-1.34357E-12,5.36366E-12,1.86324E-12,-1.28505E-12,4.24795E-12,1.75821E-12,-3.78191E-12,6.68093E-12,9.76401E-13,-4.46491E-12,5.72942E-12,2.3891E-12,-4.52161E-12,8.21869E-12,3.89674E-13,-1.43755E-12,3.69976E-12,1.31287E-12,-2.9399E-12,5.74127E-12,5.72067E-13,-4.71441E-13,1.23022E-12,5.57717E-13,-9.20669E-13,2.39318E-12,2.63846E-13,-8.54663E-13,1.425E-12,7.42249E-13,-1.69733E-12,2.83466E-12,1.17169E-13,-5.19805E-13,1.12595E-12,2.94999E-13,-7.06486E-13,1.58056E-12
Liechtenstein,1.18511E-11,-2.42533E-11,5.24916E-11,4.77722E-12,-3.67277E-11,4.73157E-11,8.81275E-12,-2.58755E-11,3.81585E-11,1.73275E-11,-4.03707E-11,6.95538E-11,6.15418E-12,-2.7428E-11,2.55551E-11,4.14739E-12,-2.27617E-11,3.23611E-11,2.31313E-12,-2.96872E-12,8.692E-12,2.88646E-12,-4.27287E-12,1.17921E-11,1.36038E-12,-1.05539E-11,8.58867E-12,4.19629E-12,-6.23426E-12,1.63177E-11,5.7841E-13,-1.11376E-12,2.65881E-12,1.80513E-12,-2.17334E-12,6.98089E-12,5.22869E-12,-6.18512E-12,1.68051E-11,4.75855E-12,-1.02165E-11,1.84716E-11,3.21664E-12,-1.00988E-11,1.23526E-11,6.41981E-12,-1.1145E-11,2.10771E-11,1.27248E-12,-5.05231E-12,7.40289E-12,3.62069E-12,-6.31106E-12,1.50885E-11,1.72821E-12,-1.91006E-12,5.38982E-12,1.59534E-12,-1.27842E-12,6.5348E-12,8.60083E-13,-1.20224E-12,2.75587E-12,2.12396E-12,-9.76773E-13,7.11881E-12,3.79233E-13,-1.75286E-12,1.99901E-12,8.79331E-13,-1.38625E-12,3.46516E-12
Lesotho,1.57523E-11,-2.75665E-11,7.50674E-11,4.99678E-12,-2.54294E-11,7.86766E-11,1.16918E-11,-1.14458E-11,7.14799E-11,2.40668E-11,-4.13418E-11,9.65007E-11,6.45669E-12,-2.1559E-11,5.58351E-11,4.56562E-12,-2.09E-11,6.10712E-11,2.21988E-11,-2.96285E-11,1.22834E-10,3.07482E-11,-4.62678E-11,1.27491E-10,1.69225E-11,-2.35301E-11,1.09023E-10,5.03351E-11,-6.63528E-11,1.77629E-10,4.99637E-12,-1.19427E-11,5.07332E-11,1.86219E-11,-3.57408E-11,1.0642E-10,2.55273E-11,-3.38513E-11,9.89473E-11,2.27605E-11,-3.69822E-11,1.01507E-10,1.59376E-11,-1.34715E-11,8.97695E-11,3.31805E-11,-4.49083E-11,1.15919E-10,4.5435E-12,-1.90219E-11,6.10612E-11,1.58164E-11,-2.64438E-11,1.05355E-10,5.01066E-12,-4.08573E-12,1.96071E-11,4.57441E-12,-6.14867E-12,2.26025E-11,2.54417E-12,-3.5373E-12,1.39405E-11,6.42191E-12,-7.27669E-12,2.43103E-11,1.03337E-12,-4.2387E-12,9.93453E-12,2.55002E-12,-3.88828E-12,1.4202E-11
Luxembourg,3.10361E-12,-3.54454E-12,7.61973E-12,1.38752E-12,-7.58919E-12,1.03711E-11,2.20827E-12,-5.58184E-12,1.07017E-11,4.89652E-12,-2.15981E-12,1.90133E-11,1.46754E-12,-4.86987E-12,8.17267E-12,1.30628E-12,-4.41713E-12,9.68886E-12,1.55433E-12,-1.13181E-12,3.68592E-12,2.07723E-12,-4.13474E-13,5.45504E-12,8.66819E-13,-3.28266E-12,4.17668E-12,3.03896E-12,1.08757E-12,7.48072E-12,3.98301E-13,-3.44293E-13,2.22271E-12,1.46674E-12,-7.39014E-13,4.42587E-12,1.28184E-12,-1.69354E-12,3.407E-12,1.27212E-12,-1.21128E-12,5.15911E-12,7.69427E-13,-2.0423E-12,3.82006E-12,1.76466E-12,-9.92537E-13,5.78779E-12,2.79908E-13,-1.07854E-12,2.56463E-12,9.45732E-13,-7.22907E-13,5.00367E-12,4.48338E-13,-5.47704E-13,1.04174E-12,4.48503E-13,-3.51649E-13,2.02019E-12,2.32443E-13,-2.63807E-13,1.03635E-12,6.09452E-13,-4.56054E-13,2.06631E-12,1.01298E-13,-3.13976E-13,8.67316E-13,2.51896E-13,-2.40354E-13,1.27047E-12
Libyan Arab Jamahiriya,6.47566E-13,-3.436E-12,4.57033E-12,1.80477E-13,-2.43525E-12,5.07249E-12,6.17504E-13,5.76244E-14,1.49576E-12,1.07579E-12,-4.47089E-12,6.75226E-12,1.07522E-13,-5.96212E-13,9.41858E-13,7.99613E-14,-5.46423E-13,1.18273E-12,1.58999E-13,-2.76391E-12,2.32788E-12,3.06063E-13,-2.79171E-12,3.26436E-12,2.6077E-13,-8.08202E-15,6.89097E-13,5.07437E-13,-5.60824E-12,4.63362E-12,2.03064E-14,-9.3768E-14,2.08763E-13,8.32978E-14,-2.38108E-13,5.4294E-13,7.90781E-14,-1.47302E-13,4.5934E-13,7.87159E-14,-1.60766E-13,4.2016E-13,5.66914E-14,-2.59478E-14,2.57681E-13,1.13027E-13,-2.17583E-13,4.85511E-13,1.09548E-14,-4.75022E-14,1.58162E-13,4.33138E-14,-7.16264E-14,2.27858E-13,8.00436E-13,-3.49395E-12,6.35038E-12,8.04654E-13,-4.08514E-12,7.40567E-12,5.00942E-13,-9.59644E-14,1.62322E-12,1.13923E-12,-5.72114E-12,7.60069E-12,1.0012E-13,-9.28528E-13,1.03098E-12,2.75288E-13,-6.97672E-13,1.69033E-12
Madagascar,1.59851E-10,-2.79848E-10,6.01455E-10,5.12283E-11,-2.78935E-10,5.65476E-10,1.05478E-10,-5.4576E-11,5.02792E-10,2.34253E-10,-4.05472E-10,8.14186E-10,5.56649E-11,-2.61696E-10,4.1349E-10,5.64445E-11,-2.43307E-10,5.47552E-10,5.40941E-11,-1.81226E-10,2.83317E-10,7.11526E-11,-2.00368E-10,3.05981E-10,3.72853E-11,-5.4223E-11,1.86357E-10,1.1848E-10,-3.5985E-10,4.75554E-10,9.15853E-12,-4.15658E-11,1.05623E-10,4.59839E-11,-1.52611E-10,2.53156E-10,1.8796E-10,-2.54733E-10,7.12191E-10,1.82812E-10,-3.48305E-10,7.20179E-10,1.20206E-10,-1.20523E-10,5.8528E-10,2.61353E-10,-5.2306E-10,7.93279E-10,3.40102E-11,-1.85196E-10,3.97541E-10,1.19817E-10,-3.39156E-10,7.61575E-10,3.07412E-10,-8.04785E-10,1.26853E-09,2.85108E-10,-1.04179E-09,1.4505E-09,1.56161E-10,-8.2778E-11,7.49312E-10,4.03528E-10,-1.19902E-09,1.81908E-09,6.47479E-11,-3.67992E-10,6.9468E-10,1.4623E-10,-5.97324E-10,9.87391E-10
Martinique,1.76509E-10,-3.51684E-11,5.60855E-10,8.38323E-11,-2.02651E-10,5.2257E-10,1.03755E-10,-1.95345E-10,5.18261E-10,2.30377E-10,1.44287E-11,6.05188E-10,7.24925E-11,-1.59795E-10,3.66453E-10,7.88735E-11,-1.54306E-10,4.74376E-10,1.70552E-09,-9.34926E-11,4.21813E-09,1.7999E-09,-2.8212E-10,4.02546E-09,6.9014E-10,-2.20708E-09,3.88194E-09,2.57958E-09,1.16869E-09,5.17288E-09,2.75414E-10,-1.8399E-10,1.91723E-09,1.33742E-09,-6.09849E-10,3.83399E-09,9.10981E-10,-4.84828E-10,2.78558E-09,8.81169E-10,-4.09548E-10,2.57862E-09,5.02054E-10,-9.82516E-10,2.30237E-09,1.1397E-09,1.72076E-10,2.66764E-09,1.84766E-10,-4.98108E-10,1.69597E-09,6.36022E-10,-2.88113E-10,2.59408E-09,1.93957E-10,-1.01205E-10,5.72082E-10,1.89164E-10,-8.09593E-11,5.13264E-10,9.12499E-11,-8.37532E-11,4.44598E-10,2.38477E-10,3.75212E-11,5.49733E-10,3.89317E-11,-9.8248E-11,3.54489E-10,9.79341E-11,-9.30037E-11,4.55548E-10
MACAU,2.78467E-11,-8.13585E-13,5.49888E-11,1.21496E-11,-3.31077E-11,6.23851E-11,1.62835E-11,-3.21825E-11,5.92377E-11,3.61802E-11,4.42022E-12,7.9565E-11,1.13213E-11,-2.10091E-11,4.61654E-11,1.50171E-11,-1.91191E-11,5.99978E-11,2.15497E-11,-9.34094E-13,4.17119E-11,2.37041E-11,-3.32061E-12,4.95641E-11,9.1841E-12,-3.52606E-11,4.31155E-11,3.42054E-11,1.51544E-11,6.28031E-11,3.56705E-12,-2.85322E-12,2.12437E-11,1.76802E-11,-6.52805E-12,4.68094E-11,4.75461E-11,-4.17662E-11,1.04375E-10,5.02382E-11,-3.21754E-11,1.51928E-10,2.89023E-11,-7.05121E-11,1.15012E-10,6.43152E-11,-1.28907E-11,1.8425E-10,1.01682E-11,-3.67448E-11,7.89096E-11,3.65934E-11,-1.60578E-11,1.38991E-10,3.2652E-11,-3.1042E-11,6.94986E-11,3.291E-11,-2.05638E-11,1.00869E-10,1.65805E-11,-2.20164E-11,6.37881E-11,4.34906E-11,-1.20277E-11,1.24812E-10,6.79105E-12,-2.36108E-11,5.20572E-11,1.74951E-11,-1.6509E-11,7.62298E-11
Republic of Moldova,2.96363E-12,-1.05276E-12,9.48439E-12,1.2916E-12,-7.03704E-12,1.37297E-11,2.0471E-12,-7.02278E-12,1.44682E-11,4.63446E-12,-8.68643E-12,2.19898E-11,1.26114E-12,-6.44691E-12,1.07231E-11,1.0676E-12,-6.76564E-12,1.25872E-11,1.9896E-12,-9.82293E-13,6.43785E-12,2.61898E-12,-5.0584E-12,1.25608E-11,1.10249E-12,-6.62649E-12,8.33998E-12,3.96189E-12,-7.03202E-12,1.669E-11,4.82355E-13,-1.6063E-12,3.68334E-12,1.76324E-12,-3.49957E-12,8.6384E-12,5.15124E-13,-2.31739E-13,1.50432E-12,5.02684E-13,-1.10768E-12,2.30896E-12,2.94993E-13,-1.22355E-12,1.7322E-12,6.98473E-13,-1.36913E-12,2.77033E-12,1.01461E-13,-4.80121E-13,1.24387E-12,3.5237E-13,-9.41491E-13,2.05604E-12,1.64473E-13,-3.8451E-14,6.13286E-13,1.61686E-13,-4.21994E-13,7.68208E-13,8.77502E-14,-2.00959E-13,5.79606E-13,2.27048E-13,-4.53138E-13,7.86322E-13,3.0231E-14,-1.42272E-13,3.79255E-13,8.19287E-14,-2.09984E-13,5.15768E-13
Mayotte,8.26143E-10,-8.31692E-11,1.9923E-09,4.06622E-10,-1.03937E-09,1.88515E-09,4.63067E-10,-1.06724E-09,1.79558E-09,1.0529E-09,-1.79142E-10,2.68579E-09,3.55151E-10,-6.55538E-10,1.37505E-09,4.37435E-10,-6.22197E-10,1.86513E-09,2.40539E-09,-2.77111E-10,5.27544E-09,2.54875E-09,-6.91763E-10,5.1882E-09,1.0455E-09,-3.35332E-09,4.9986E-09,3.73018E-09,1.35623E-09,7.13787E-09,3.84228E-10,-3.45089E-10,2.47835E-09,1.9798E-09,-8.95003E-10,5.40512E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13868E-09,-6.84449E-10,2.65004E-09,1.12801E-09,-6.32062E-10,2.65839E-09,5.99755E-10,-4.98479E-10,2.18772E-09,1.49662E-09,-5.14183E-12,3.28019E-09,2.47389E-10,-7.42547E-10,1.70743E-09,6.19449E-10,-5.53493E-10,2.48914E-09
Mongolia ,2.60174E-12,-6.87111E-12,1.09958E-11,6.80697E-13,-6.42063E-12,1.20037E-11,2.05393E-12,-1.05202E-12,6.8524E-12,3.04043E-12,-7.79155E-12,1.17196E-11,7.10982E-13,-4.44463E-12,6.31096E-12,5.29557E-13,-4.12908E-12,9.20662E-12,1.8421E-12,-7.67027E-12,1.02878E-11,2.47144E-12,-8.39755E-12,1.38708E-11,1.52704E-12,-2.20179E-12,6.76436E-12,3.24775E-12,-8.62374E-12,1.48073E-11,3.33585E-13,-1.78827E-12,3.86395E-12,1.36044E-12,-5.33728E-12,9.6972E-12,8.46236E-14,-2.08546E-13,4.46996E-13,8.22477E-14,-2.21207E-13,4.51526E-13,6.27308E-14,-3.96119E-14,2.1462E-13,1.14892E-13,-2.73481E-13,5.60967E-13,1.21916E-14,-1.04035E-13,2.00902E-13,5.07908E-14,-1.97905E-13,4.324E-13,6.46731E-14,-2.14303E-13,3.51976E-13,6.1342E-14,-2.7427E-13,3.90596E-13,3.71738E-14,-1.91577E-14,1.24996E-13,8.44865E-14,-3.34324E-13,4.12002E-13,9.03077E-15,-9.05967E-14,1.20313E-13,2.27359E-14,-1.21156E-13,1.92349E-13
MONTSERRAT,2.38674E-10,-2.51581E-10,8.69929E-10,9.78202E-11,-4.56562E-10,7.93337E-10,1.51983E-10,-3.05879E-10,7.06809E-10,3.24803E-10,-2.99963E-10,1.06341E-09,9.8869E-11,-2.44194E-10,5.94242E-10,9.36246E-11,-3.13495E-10,6.83134E-10,5.38097E-10,-3.6873E-10,2.07912E-09,6.81739E-10,-4.6472E-10,2.05178E-09,3.28845E-10,-9.75186E-10,1.98029E-09,1.04004E-09,-6.34518E-10,2.73745E-09,1.24045E-10,-1.53846E-10,9.2159E-10,4.61506E-10,-4.35723E-10,1.85081E-09,4.3958E-10,-5.00483E-10,1.70412E-09,4.24427E-10,-5.30287E-10,1.68019E-09,2.76727E-10,-4.75145E-10,1.27158E-09,5.78337E-10,-6.26851E-10,1.86036E-09,8.4476E-11,-3.58673E-10,9.18648E-10,2.96838E-10,-4.07685E-10,1.47346E-09,7.6244E-11,-4.46222E-11,2.45769E-10,7.4026E-11,-3.73963E-11,2.36777E-10,3.84009E-11,-3.0057E-11,1.75928E-10,9.64014E-11,2.81131E-12,2.37641E-10,1.58002E-11,-4.00787E-11,1.41883E-10,3.85097E-11,-3.89855E-11,1.82858E-10
Malawi,2.04988E-11,-2.89395E-11,7.4588E-11,7.97882E-12,-4.08954E-11,9.10222E-11,1.6281E-11,-2.83227E-11,6.37206E-11,3.20122E-11,-5.78261E-11,1.04855E-10,9.33774E-12,-2.93159E-11,5.16361E-11,6.58013E-12,-3.6298E-11,6.59193E-11,2.06802E-11,-3.16557E-11,7.83656E-11,2.7332E-11,-5.13676E-11,1.0645E-10,1.69482E-11,-4.37839E-11,6.70791E-11,4.39E-11,-8.08419E-11,1.44095E-10,4.93368E-12,-1.19046E-11,3.49832E-11,1.78742E-11,-3.78688E-11,8.34139E-11,4.2222E-11,-4.62908E-11,1.39405E-10,4.00382E-11,-6.84499E-11,1.74049E-10,2.97832E-11,-4.4004E-11,1.16262E-10,5.76866E-11,-7.90092E-11,1.9446E-10,9.24975E-12,-3.11631E-11,8.58354E-11,2.85966E-11,-4.00888E-11,1.52419E-10,3.3103E-12,-3.79696E-12,1.01767E-11,2.92848E-12,-5.22535E-12,1.30195E-11,1.69364E-12,-2.18496E-12,5.63808E-12,4.09075E-12,-7.10287E-12,1.71729E-11,7.77719E-13,-2.63451E-12,5.19816E-12,1.62236E-12,-3.29968E-12,8.05702E-12
The former Yugoslav Republic of Macedonia,9.51426E-12,-6.69817E-12,2.86069E-11,4.97654E-12,-2.26773E-11,4.13041E-11,6.05077E-12,-2.42451E-11,5.04164E-11,1.48149E-11,-3.58763E-11,7.73902E-11,4.397E-12,-2.09346E-11,3.09353E-11,3.42819E-12,-2.76417E-11,3.79838E-11,2.45473E-12,-2.10028E-12,6.3607E-12,3.30273E-12,-2.56492E-12,1.27707E-11,1.37726E-12,-6.23608E-12,8.19927E-12,4.77609E-12,-4.72863E-12,1.99754E-11,6.22516E-13,-6.4177E-13,4.7838E-12,2.24514E-12,-2.01566E-12,9.64376E-12,3.25944E-12,-2.38077E-12,1.23818E-11,3.44956E-12,-2.97919E-12,1.43922E-11,2.20775E-12,-4.28545E-12,1.32172E-11,4.62727E-12,-4.34761E-12,1.63636E-11,7.02178E-13,-2.31622E-12,8.56493E-12,2.30877E-12,-3.51904E-12,1.35478E-11,4.46699E-12,-2.94769E-12,1.50168E-11,4.63874E-12,-4.76848E-12,1.91487E-11,2.40789E-12,-4.23093E-12,1.311E-11,6.18725E-12,-7.53457E-12,2.01007E-11,9.94326E-13,-2.9781E-12,1.05622E-11,2.41041E-12,-4.53556E-12,1.28475E-11
Mali,2.81945E-12,-4.22646E-12,1.06349E-11,9.3723E-13,-5.33777E-12,1.19658E-11,2.20232E-12,-2.37347E-12,8.02907E-12,4.26168E-12,-7.03287E-12,1.48349E-11,9.44669E-13,-3.48972E-12,7.13034E-12,6.59992E-13,-4.05266E-12,8.0336E-12,2.60634E-12,-5.60541E-12,1.05503E-11,3.42704E-12,-8.94223E-12,1.51079E-11,2.268E-12,-2.96157E-12,8.97825E-12,5.67844E-12,-1.20544E-11,2.1248E-11,5.23162E-13,-1.497E-12,5.61647E-12,1.93012E-12,-5.10983E-12,1.1132E-11,5.38024E-13,-5.3386E-13,1.9976E-12,4.91005E-13,-8.08489E-13,2.56805E-12,3.88016E-13,-4.49549E-13,1.85833E-12,7.07273E-13,-8.91164E-13,2.7939E-12,9.53348E-14,-3.74915E-13,1.45147E-12,3.35773E-13,-6.45471E-13,2.2883E-12,1.68405E-12,-2.9169E-12,7.21422E-12,1.63233E-12,-4.08624E-12,8.84449E-12,1.04747E-12,-7.39176E-13,4.36734E-12,2.26725E-12,-5.61382E-12,9.18829E-12,3.02058E-13,-1.24959E-12,3.38399E-12,8.05419E-13,-1.5544E-12,4.8976E-12
MONACO,5.84086E-12,-2.61741E-12,2.93648E-11,3.51577E-12,-6.60781E-12,2.86877E-11,4.26788E-12,-6.81972E-12,2.83375E-11,9.97914E-12,-1.347E-12,3.17468E-11,2.818E-12,-4.61123E-12,2.30209E-11,2.49445E-12,-7.82666E-12,2.34227E-11,1.47281E-12,-4.17854E-13,5.45391E-12,1.95865E-12,-2.0064E-13,5.18379E-12,8.24109E-13,-1.83244E-12,4.91506E-12,2.93003E-12,7.44615E-13,6.4644E-12,3.72254E-13,-2.49308E-13,2.77494E-12,1.27368E-12,-6.95702E-13,4.68213E-12,1.37511E-11,-8.86274E-12,5.85655E-11,1.54129E-11,-5.09417E-12,6.28775E-11,8.89553E-12,-1.20469E-11,5.95051E-11,2.03438E-11,-1.8439E-12,6.1179E-11,3.24722E-12,-7.64115E-12,4.01614E-11,1.0691E-11,-6.30605E-12,5.64425E-11,4.65977E-12,-2.45175E-12,1.87202E-11,5.04175E-12,-1.59359E-12,1.94466E-11,2.43571E-12,-1.87588E-12,1.46839E-11,6.56078E-12,-6.64507E-13,1.87735E-11,1.05106E-12,-2.3322E-12,1.23704E-11,2.45204E-12,-2.8687E-12,1.35525E-11
Morocco,1.11403E-11,-1.6769E-11,4.19402E-11,3.55391E-12,-1.92347E-11,4.43287E-11,7.98569E-12,-9.18438E-12,3.5539E-11,1.60614E-11,-2.5258E-11,5.46953E-11,3.76619E-12,-1.51362E-11,2.94751E-11,2.66692E-12,-1.66298E-11,3.2488E-11,3.75682E-12,-8.77152E-12,1.75214E-11,5.08429E-12,-1.06632E-11,2.22363E-11,2.95712E-12,-7.14594E-12,1.58914E-11,7.86328E-12,-1.80212E-11,3.01118E-11,8.28869E-13,-2.53705E-12,7.32476E-12,2.91439E-12,-6.53574E-12,1.73194E-11,3.39953E-12,-2.69811E-12,1.35396E-11,3.20151E-12,-3.76576E-12,1.34158E-11,2.14093E-12,-2.97154E-12,1.19174E-11,4.39909E-12,-5.2398E-12,1.50285E-11,6.13589E-13,-2.32407E-12,7.53964E-12,2.18744E-12,-3.15091E-12,1.16733E-11,1.98796E-11,-1.84813E-11,7.50461E-11,1.96818E-11,-2.36881E-11,8.06104E-11,1.08393E-11,-8.95682E-12,5.30476E-11,2.53218E-11,-2.28692E-11,8.88187E-11,3.64809E-12,-1.87211E-11,3.89517E-11,9.99316E-12,-1.75676E-11,5.57604E-11
Mauritius,2.65418E-10,-2.7507E-12,5.96322E-10,1.08522E-10,-2.58629E-10,6.64543E-10,0,0,0,3.40602E-10,7.86811E-11,6.48435E-10,1.14024E-10,-1.23012E-10,4.65503E-10,1.37158E-10,-1.44756E-10,6.17343E-10,1.5552E-09,-3.15353E-11,2.76077E-09,1.54483E-09,-2.3894E-10,2.97075E-09,0,0,0,2.19084E-09,1.41688E-09,3.40633E-09,2.34401E-10,-1.55862E-10,1.52231E-09,1.18421E-09,-4.34813E-10,2.81632E-09,5.11856E-14,-2.69012E-14,1.27397E-13,5.13129E-14,-2.35831E-14,1.39235E-13,0,0,0,6.89936E-14,5.21893E-15,1.27142E-13,1.0982E-14,-2.2564E-14,9.38588E-14,3.77497E-14,-1.68989E-14,1.35088E-13,4.61197E-11,-2.48396E-11,1.14312E-10,4.60562E-11,-2.18725E-11,1.23948E-10,0,0,0,6.22947E-11,2.2981E-12,1.2027E-10,1.01356E-11,-2.2613E-11,7.86685E-11,2.44785E-11,-2.01508E-11,1.01253E-10
MIDWAY_ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1.67711E-12,-5.19577E-12,7.17026E-12,4.46035E-13,-4.60139E-12,8.19441E-12,1.36784E-12,-5.75153E-13,2.6917E-12,2.44603E-12,-7.6552E-12,1.13191E-11,3.79622E-13,-1.93932E-12,3.26177E-12,2.95687E-13,-1.73339E-12,3.48671E-12,1.11341E-12,-5.30227E-12,5.74176E-12,1.51762E-12,-4.79406E-12,9.87657E-12,1.03098E-12,-7.72226E-13,2.49592E-12,2.51196E-12,-8.78339E-12,1.4336E-11,1.88401E-13,-7.32854E-13,2.58133E-12,7.87667E-13,-2.13502E-12,5.0989E-12,1.51487E-13,-2.80634E-13,5.80591E-13,1.21716E-13,-3.40606E-13,6.47509E-13,9.81632E-14,-7.20118E-14,2.11031E-13,1.81104E-13,-4.10056E-13,8.11304E-13,1.59756E-14,-1.18748E-13,2.12022E-13,7.41631E-14,-2.03688E-13,4.50923E-13,6.47376E-13,-4.01587E-12,5.54415E-12,5.75994E-13,-4.42901E-12,7.53087E-12,4.46951E-13,-2.148E-13,8.32189E-13,8.89595E-13,-7.45577E-12,8.19431E-12,4.84495E-14,-4.46039E-13,4.63193E-13,1.36584E-13,-4.63656E-13,7.4129E-13
